Game,PlayerFinalHandSum,DealerFinalHandSum,PlayerNumCards,DealerNumCards,DealerVisibleCard,PlayerActions,PlayerHandProgression,Outcome
8879,18,22,3,3,8,Hit Stick,11 18,Win
8880,21,19,3,3,3,Hit Stick,11 21,Win
8881,17,22,2,4,4,Stick,17,Win
8882,20,19,3,3,6,Hit Stick,13 20,Win
8883,21,22,2,5,6,Stick,21,Win
8884,21,18,3,2,8,Hit Stick,11 21,Win
8885,27,20,5,2,10,Hit Hit Hit,16 16 17,Loss
8886,24,11,4,2,3,Hit Hit,9 19,Loss
8887,17,25,2,3,5,Stick,17,Win
8888,17,20,2,3,6,Stick,17,Loss
8889,15,20,2,4,5,Stick,15,Loss
8890,13,17,2,2,7,Stick,13,Loss
8891,26,21,4,2,10,Hit Hit,15 16,Loss
8892,14,25,3,3,10,Hit Stick,7 14,Win
8893,22,19,4,2,1,Hit Hit,4 12,Loss
8894,16,24,2,4,1,Stick,16,Win
8895,17,22,3,3,4,Hit Stick,11 17,Win
8896,20,24,2,3,10,Stick,20,Win
8897,14,20,2,4,5,Stick,14,Loss
8898,16,22,3,4,8,Hit Stick,10 16,Win
8899,13,18,2,4,2,Stick,13,Loss
8900,22,15,3,2,5,Hit,12,Loss
8901,22,21,4,2,10,Hit Hit,11 13,Loss
8902,20,23,2,3,7,Stick,20,Win
8903,21,21,3,2,10,Hit Stick,13 21,Win
8904,21,25,3,4,3,Hit Stick,11 21,Win
8905,19,17,3,3,1,Hit Stick,11 19,Win
8906,15,21,2,3,7,Stick,15,Loss
8907,21,20,6,2,10,Hit Hit Hit Hit Stick,7 18 15 16 21,Win
